N,P,K,temperature,humidity,ph,rainfall,label
25,12,26,28.426290215296493,94.33617937814466,6.483409593188138,133.75052991989355,coconut
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
68,53,45,25.799766665142755,73.98541507426751,7.163912464334229,185.78381881675358,jute
26,79,81,17.63583917987961,17.555945019594166,6.197829959805534,69.2137500045216,chickpea
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
100,58,41,23.17403323,87.88255345,6.6587699910000016,160.6217342,jute
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
120,7,54,26.437845650309054,85.29345072511065,5.87872226866934,43.84976226093719,watermelon
40,51,17,28.486742633317427,85.92254885473507,6.855779956765056,49.68644842901904,mungbean
56,60,17,26.271413209026004,67.52641077141938,7.253136448226806,74.95147280521,blackgram
9,145,205,20.889103100026006,80.62781322907922,6.166859292014634,65.31877761793717,grapes
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
28,79,16,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans
13,15,8,34.76799973176487,92.98371150774373,6.9508097910576865,97.60160521013168,orange
82,25,51,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon
74,46,45,25.75734909,88.36668522,6.025028997000001,189.4263485,jute
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana
59,61,53,42.33638835858882,93.26288247790227,6.8629399054106,107.07743727464305,papaya
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,mango
62,61,15,24.715084901215242,71.52576870936375,6.237233895900183,91.58321913905303,maize
26,65,18,19.711122258089777,24.150093410520157,5.568879374680745,73.15184484468067,kidneybeans
15,29,12,32.26728380538784,93.82319847997645,6.046501595500876,117.85382960384977,orange
4,71,19,19.07877828419298,48.68344979542766,5.503605936020376,145.1529624658613,pigeonpeas
89,14,53,24.901628827826404,85.04696798767773,6.231211542272982,59.925160375221076,watermelon
12,27,26,29.28169087653589,46.647617698260355,5.2296619071029715,101.11119591282238,mango
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
99,14,50,30.45034769395101,96.00572522999803,6.219591190482799,25.58501768732288,muskmelon
66,53,39,24.92684935578311,78.71270318249455,7.750317528102725,261.99841485604566,rice
14,30,32,35.75166912938596,48.44965126473418,7.255825449742932,97.49886677506156,mango
3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,lentil
53,55,53,34.236759765476684,89.50162391655185,6.784867022470258,232.42168727616937,papaya
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
62,49,37,24.21744605,82.85284045,7.479248124,166.13658859999995,jute
94,82,51,28.92467880969825,79.0016293037322,6.693603419944437,117.24059829863621,banana
14,70,19,20.636556700286754,63.20220557408749,7.211298424887543,51.296213262902135,lentil
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
20,61,78,18.19998606642977,14.626222877313364,6.310767507230895,89.9089636469537,chickpea
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
102,72,53,26.053565487382738,84.24339310520521,5.808883917322275,107.86638012704127,banana
25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
77,37,23,24.7396647326225,56.475220912185904,6.532332960903693,85.63311885137867,maize
76,59,40,20.0683815094543,80.48154124939195,6.950439899129057,205.1489888400848,rice
96,55,42,25.88456983158724,82.58231346828286,5.844434522871855,190.7640828050066,rice
40,11,44,24.45840036,86.10874614,6.322396027000001,111.3779693,pomegranate
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
5,21,38,22.43377991,90.3396556,6.107054807999999,112.459697,pomegranate
70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil
74,45,45,25.476257923299972,90.02418177830468,6.174675951631599,190.77150259618435,jute
22,79,76,17.559762828147782,19.666639074368707,9.013524315718053,75.15192957237801,chickpea
61,54,45,20.79382137632173,82.40459581025851,5.8897214514606615,288.9483463902876,rice
84,9,45,26.32904020779196,89.74457520251383,6.067278768559374,48.002951213888416,watermelon
27,73,83,18.13257539663188,18.259640389709983,8.742328291869546,82.6413165833982,chickpea
26,124,202,21.25144261245079,92.68417573259025,5.973144154699041,120.21612954058143,apple
59,62,52,43.67549305,93.10887229,6.608667683999999,103.8235658,papaya
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
26,35,30,36.01862876219153,48.13680440193482,6.209614617175121,96.58014823320622,mango
15,133,199,23.99686172,91.61001707,5.8247786360000005,117.6102915,apple
19,38,26,32.58034274761071,46.94004987779514,4.342644460236755,90.81590864814298,mango
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
11,36,34,35.95136511637795,52.68264490666431,6.068049972080802,94.01072781601817,mango
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
38,76,20,25.657066808436905,67.8757285055729,7.109774797190915,53.08005352126668,lentil
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
95,35,18,23.536918325597828,73.7639804912125,6.2551872000932995,91.51127722478881,maize
26,58,21,21.84346742237926,23.269528597471204,5.657494105050821,128.04679935736823,kidneybeans
73,49,38,24.10340971625529,71.96025993797183,7.509028844088418,166.0702720087068,jute
35,56,22,30.894348653162563,52.41254402148587,8.813519528715133,55.30976980336498,mothbeans
18,25,32,31.902888169330826,48.521227567570264,5.292416795579003,93.94026307305492,mango
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana
112,38,20,21.903373120041962,79.67696163748826,6.35055133511572,71.41296507419699,cotton
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
1,133,195,16.824055276395573,81.93777117443206,5.71408929378478,66.21608436799185,grapes
108,33,33,24.58410061773807,68.27541337505028,6.4336582305556735,171.85079121434185,coffee
23,5,45,21.55807808316942,92.41016853787171,7.202020173744902,108.72883074680598,pomegranate
6,77,26,20.706059941050956,23.99162346567697,5.782657136993633,69.65613751737023,kidneybeans
109,29,28,23.26316991,60.51600210000001,6.724688502999999,194.1755471,coffee
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
36,11,12,17.47365784597803,94.0149487365333,7.152729244118153,115.53418723685691,orange
4,68,25,24.390396380807637,24.66264666335934,5.971231292637402,120.63782240682592,kidneybeans
35,30,34,28.795400125845447,93.9453673528077,6.237452210099669,175.48292593706154,coconut
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
99,37,25,25.163042339037673,77.65712070176698,5.850815958447516,73.47041914314366,cotton
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
26,9,33,26.401204154686898,94.41168983613657,6.732801535463111,145.74400865413438,coconut
20,73,22,16.03768615,22.33195853,5.976312537999999,130.3900798,kidneybeans
36,57,25,27.972939560178936,59.40258865700878,8.357768776838537,35.94941751026712,mothbeans
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
109,84,56,25.289544107120097,82.65716818022105,5.766687449823411,113.4271689723409,banana
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
29,13,25,26.84294974162157,92.64989720725768,6.453793687364186,166.3650518674738,coconut
88,50,40,25.63215038,79.95150917,7.0518224720000005,182.2582277,jute
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
80,51,16,25.565347634730784,69.03774770327641,6.778004697993634,95.33387397744013,maize
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
31,11,45,24.572276773374522,86.37258662924452,5.931577223791654,107.57193403166397,pomegranate
99,92,47,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana
132,42,16,25.533239111267434,77.9788096475208,6.669894131139817,79.29245735454452,cotton
50,56,77,19.07020549601464,16.80155632936727,8.179147732976702,82.10995468579338,chickpea
118,87,47,28.352864501140854,83.16399830165517,6.298539267159739,115.36691269848531,banana
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
36,67,20,20.39078312,60.47528931,6.924042372000001,53.31508572,lentil
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
19,7,9,27.67503395990037,92.5768985933661,7.028593695073603,101.05947405276957,orange
2,39,15,27.1941005752137,82.91659956099811,6.324032503918855,49.65707092931666,mungbean
8,6,32,27.825542572539305,90.26550840236756,6.0201049809976785,174.92903283458386,coconut
7,144,195,22.96388477,93.58065995,5.85648105,104.64729859999998,apple
85,28,31,25.82759352123293,73.62469893555377,6.663956413974045,170.69921045976855,coffee
34,10,14,34.69119309514356,91.60613135813718,6.632544085904487,117.63086035318562,orange
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
29,138,199,22.017961715188058,92.56430187831083,5.587484854597546,119.03257687225566,apple
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
112,76,51,26.00847000538917,83.25614888198093,6.28772943662724,112.67562935207789,banana
89,54,37,24.715771651861004,80.93487881634346,6.622300969014718,236.0580031090255,rice
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
23,46,23,29.442935644956293,88.10996084748513,7.134572316612235,54.66005773983972,mungbean
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
19,15,34,26.29644905,99.65809151,5.6858890660000005,215.9195049,coconut
86,51,43,25.448657135385734,80.61066532272949,5.758691682331006,187.12782299458877,rice
31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
24,78,78,17.46845649137159,15.748328314386049,7.004088408910551,67.33885330420972,chickpea
21,39,21,27.504632373192504,53.732305994641294,7.220827812184965,60.07440924076003,mothbeans
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
6,9,12,31.006449994850488,89.22159638064367,7.144400094441139,109.03536639107867,orange
31,49,25,27.165034215898736,83.64548157565255,7.2311925844502705,52.17115201080719,mungbean
23,68,15,35.58863572083114,62.529031509774214,7.328265427618194,61.38254594374235,blackgram
5,139,196,22.4174532207795,89.4058484956265,6.198949690156404,107.34813894363838,apple
67,61,53,36.92504529870204,94.60019085154111,7.0334344934896755,145.45625463442133,papaya
30,20,37,22.3898172060669,94.53542973117884,7.098782446730319,109.45944070617759,pomegranate
27,71,22,18.034813712350786,25.411731585827336,5.984734601253035,68.95234821820485,kidneybeans
12,31,25,35.17468602070178,51.27444314942642,5.2443802235916,103.92064568456544,mango
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
1,6,35,28.048727679819567,94.35852369635285,6.124118096758399,145.99972665602252,coconut
103,25,50,28.234246179265142,90.01194736207654,6.225419491554888,20.38734186695322,muskmelon
67,59,37,22.14829952189624,81.22881831195038,6.370350085442555,236.488402713023,rice
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
0,18,14,29.77149434,92.00719952,7.207991261,114.41617859999998,orange
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
54,73,15,28.35246751529052,63.98197073422364,7.478745081373491,74.44804990494958,blackgram
18,20,25,31.138557265071398,50.637031609706995,5.356873830898534,89.13711478886933,mango
3,26,40,24.63703682351569,90.22360945794057,7.190893465457652,101.94585731118947,pomegranate
99,13,54,25.184241880243622,85.25180038576995,6.648451984907406,57.37287551958496,watermelon
98,52,19,23.02544972491503,83.10111062574762,7.857375650786832,93.49835647920796,cotton
4,79,17,28.84485752924318,68.53957520926355,7.423329609820678,45.94634432674359,lentil
13,73,20,30.159741056692372,34.6504312606776,7.145464807137463,173.9071149271302,pigeonpeas
31,55,51,28.9875117275291,92.18039842132768,6.465563408316886,62.09813571753446,papaya
44,59,57,34.081533438282314,89.00549452046499,7.18236775038284,99.69012463214494,papaya
26,60,19,29.82514489579199,82.49684266842436,6.5519897341827145,44.150002281860594,mungbean
83,15,49,28.92705913,91.39356832,6.438008152999999,23.20076686,muskmelon
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea
132,43,16,23.896601214109268,82.0169605672891,6.6134140459547845,85.92540176452694,cotton
40,69,15,19.75252252471176,62.52314473227585,6.530902533358986,48.42586648095904,lentil
87,21,50,24.5641557386051,82.3121838283786,6.599779347013426,48.48408472237653,watermelon
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
104,11,45,29.5970823487781,92.93109060139776,6.433683932873215,24.4905730189339,muskmelon
1,67,22,30.58349549251719,68.74287175425418,6.418841084903301,52.37674876772534,lentil
31,131,196,22.020337795902364,91.51342971058081,5.575557684756712,119.38475759412798,apple
1,60,22,27.141151231518467,85.78690952309378,7.2174547058011385,43.25208556679709,mungbean
14,69,19,21.067373645854026,60.79181763008327,7.351189665190441,50.540823939998,lentil
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil
34,127,197,25.224854088849064,82.96643855978675,5.633368486510498,68.40050528100024,grapes
109,31,27,23.1480535078331,49.76552355294884,6.953672475168049,163.03606635966247,coffee
26,18,42,20.07784119560226,90.2849053472677,6.650397541696241,106.43711095873252,pomegranate
110,21,55,25.2306827070954,89.80506803709986,6.635518294956805,55.73455885442084,watermelon
7,143,198,23.569414139011684,95.52556999265384,5.371073279922106,105.90030104998414,apple
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
107,43,18,22.304684299781236,80.53095814264616,6.56793567667699,66.00125113149839,cotton
100,8,49,26.02027399134144,84.22666768297444,6.166907128460926,51.25655923856163,watermelon
36,54,82,19.19881142463202,19.099123366071755,7.520055204529185,66.92851686232979,chickpea
34,64,19,23.381788509790123,61.84367394670987,5.748272656322562,45.215572346017424,lentil
80,52,39,25.85225312166566,77.84208539670333,7.182100273267426,199.10736822921447,jute
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
0,135,191,22.880033608570912,81.67420043214936,6.335954194037488,65.09242442518318,grapes
27,72,78,19.55862649523663,15.552818267144366,7.615198647259247,83.18631571164435,chickpea
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple
27,35,22,29.185633661991453,85.53847428571804,6.923181063823278,60.660520964246864,mungbean
90,25,27,27.553073429693306,51.585434210806135,6.32718484582358,192.72692031468756,coffee
57,60,17,26.047657624717374,68.96577121394951,7.7536606801857815,74.74386015176638,blackgram
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple
7,21,35,26.051901340986586,95.73241253536739,5.848630378789256,133.48897644151702,coconut
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
5,142,207,21.513196760696783,93.83389603236265,6.039015935979148,101.39803248897965,apple
9,67,21,29.684824523594834,33.580798331763525,5.501372286686255,157.6751426687188,pigeonpeas
64,43,17,19.199534391160714,65.37403641136244,7.015209987234552,72.86295010852119,maize
8,16,6,12.747391514634462,92.3549851624967,7.038443028244955,106.33631445855983,orange
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
27,71,23,30.9710129138529,47.60978855710766,6.87017572964731,166.37117204438556,pigeonpeas
88,24,35,23.38758506257932,61.53228551889863,7.0512836433887855,127.10895653075671,coffee
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
6,136,201,26.09171961843145,78.95416503527649,6.272879940043632,75.74593256985206,grapes
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
12,72,19,24.606772479261913,62.97027572600748,7.179940316609698,41.830598123000975,lentil
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
27,59,20,27.688539053035637,52.25930207342947,4.38122067512005,36.804307214903936,mothbeans
43,73,24,33.319027289694986,65.49280566098058,6.525516196029527,74.43241722981914,blackgram
23,57,16,21.12988248311075,69.9888851140331,5.273917099010893,186.0156273149563,pigeonpeas
25,69,19,28.768927491550098,60.67397347766038,7.083133337589501,65.82160556688319,blackgram
89,82,46,28.718496119787346,76.55791629716741,5.6889462143957745,108.20646337371855,banana
39,25,36,18.92911622446897,94.39788483905639,5.368469019054942,106.41769644075876,pomegranate
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
19,34,24,28.09174768886918,84.85676664784849,7.041673361517223,49.37749175649819,mungbean
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas
12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil
78,44,17,19.97423491387054,63.23306420572568,5.78897289541863,63.52563183383548,maize
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
55,51,53,37.037286067786255,95.71115472139489,6.863223181518945,210.408976653457,papaya
7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
5,136,195,22.476944566093522,90.54771211857935,6.232373975895221,108.03145186500046,apple
12,38,30,30.33733821104414,48.4254075018207,4.577100860230203,91.3433497055652,mango
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya
84,35,25,21.437584412956827,64.60400772142113,6.156613714926949,66.66898548198738,maize
112,5,56,26.20286411525629,83.4740655212432,6.636713495860291,51.6327851053407,watermelon
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
67,41,15,21.987925202581042,58.100760251531725,5.802957666744938,104.09944204864149,maize
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
51,73,79,17.449264594661674,18.09683175216126,7.997627461106562,93.71526518182912,chickpea
101,87,54,29.07311132,76.50045221,6.376756632999999,100.1692639,banana
69,61,38,23.04277280232603,83.63494891296857,6.099723806181575,222.29881315967046,rice
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut
36,67,20,17.91135456978253,24.502958769398937,5.806313884944668,83.09549704810595,kidneybeans
107,23,51,27.035575341626007,84.56595528500986,6.1849825120832955,40.958165595037336,watermelon
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
121,51,16,23.462371074694282,75.90930507066382,6.335121035021539,70.97687298783269,cotton
41,148,191,22.526952606197938,92.47281526704793,6.000072284035105,108.46716159102675,apple
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
28,11,5,23.422325542612334,90.59276604770096,7.635238549446964,102.95838635478852,orange
27,13,6,13.53719794121761,92.31151785689566,7.436379735779987,110.22020753641303,orange
38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
29,72,24,23.52596436523235,36.892697523674975,7.013766345815335,163.0816308309721,pigeonpeas
40,11,43,23.491985956642196,86.68504939479959,6.414498496761582,113.6690285133524,pomegranate
31,54,16,27.888529098989814,88.91651882084943,6.293093512305471,48.7100369654246,mungbean
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans
21,137,198,27.64365462851598,85.21365733098867,6.3243515670170884,74.69124393068896,grapes
94,5,55,28.5854649,91.89216849,6.085682343999999,26.88372572,muskmelon
7,77,18,20.294302838397765,61.111471137048376,6.6641853095760775,190.52289726838518,pigeonpeas
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
16,8,9,24.131087573200293,92.38329467465016,7.5642711883297995,108.19811558041677,orange
22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans
39,141,204,20.992252844334466,82.21134311463508,6.449679486539998,69.34496376513565,grapes
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
93,19,53,24.645249049069378,89.92328559201604,6.625035903192979,60.448047225614644,watermelon
29,142,197,22.186428094891248,92.22332904969316,6.024294477930974,122.73101276638067,apple
139,38,14,24.674682232846713,76.91625027351866,6.0945986131358945,69.66031444314076,cotton
95,7,45,27.251926768657896,87.85822278487811,5.692017631457169,25.500412690282406,muskmelon
98,34,26,24.031419744201305,54.21465069558194,6.312723905720586,163.70295142761364,coffee
6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,pomegranate
66,47,36,24.85441411,74.44070479999998,6.57256106,175.572958,jute
73,60,39,19.75215513696875,80.60125518061773,6.372727585563329,208.9047202959277,rice
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
36,126,193,37.39844230566067,78.78315267190247,6.0518365574189446,68.55999419184465,grapes
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
74,40,40,25.13842773,83.12053888,6.386259977999999,169.33884650000005,jute
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
34,47,47,39.562238541746595,90.20863162574314,6.8920528309023315,181.56760262939287,papaya
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans
25,141,202,23.04408508439461,91.69050963873579,6.049639111336247,105.37172133824166,apple
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
17,64,18,36.31136087147098,55.76947760444115,6.17246561036641,122.93638095964869,pigeonpeas
22,8,34,28.73044012237126,95.45798241498787,5.447633868442382,205.6073889503805,coconut
92,26,27,24.645359344436198,57.180691807983116,6.976019429443442,137.48228756915057,coffee
112,26,46,27.78388346194744,91.79200576622141,6.219983761647012,21.675776774037658,muskmelon
90,26,27,24.897456421596118,54.88461171164649,7.272739984379284,136.91819298604037,coffee
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
92,48,37,21.33005650797703,84.23412574277178,6.585808583349933,292.6147628269959,rice
30,22,41,24.054887345564254,86.80557404120472,6.176835814036896,106.51525952521393,pomegranate
2,122,203,22.407391784892052,91.27032826504205,5.714442099338382,124.79659106211373,apple
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
80,44,40,21.432568992198235,80.66373309279638,6.9129415412280935,208.09255617955122,rice
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
113,33,34,26.00373964,62.144510200000006,6.559817161000002,153.477776,coffee
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
125,41,17,24.775599323650766,83.47291811525825,6.89812338339337,78.95997205415229,cotton
2,120,203,23.12652652,94.71203306,5.893492998999999,108.62118329999998,apple
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
39,17,45,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,pomegranate
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
85,37,42,22.190939718120365,81.2543436376506,6.140675233236498,277.0918102740514,rice
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
16,61,19,27.563723402575,69.68799205495812,7.340487360183024,42.55357424929828,lentil
27,64,22,26.9244980831011,40.737457344423035,5.330486139057599,108.33204787945819,pigeonpeas
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
87,36,23,26.601060599001528,74.16275125011572,5.6990818254852185,73.40173855912369,maize
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
9,140,196,23.20722638520321,95.75492865179325,5.8757778965680085,105.14030533827606,apple
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
6,50,24,29.348741866220546,83.49349771937345,6.800815808878847,50.47562024759123,mungbean
29,7,15,33.03310028319973,94.98246843549974,7.494111123668032,119.68121678731501,orange
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
33,10,14,35.35795331345601,91.1756702651912,6.643035535289105,114.41371618617818,orange
9,51,19,27.626303229093033,50.758941060205245,5.537666912461262,47.728602144160845,mothbeans
11,6,25,27.43336532879245,99.07868968984474,6.1157201359288935,181.82094004040468,coconut
38,66,82,21.629021216814458,18.81522410242427,6.48582090769211,81.17861790472823,chickpea
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean
13,127,204,23.067776870741522,92.98159525634145,6.424979379338807,108.08913706982331,apple
6,13,9,34.51423957,90.56151463,7.786725333,118.32719679999998,orange
23,56,18,31.246230979382418,66.91398202140455,7.329363866362605,75.08346216441576,blackgram
56,67,25,31.472195471038344,65.10539865433987,7.358603143223946,62.19795237778452,blackgram
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
112,6,54,28.439281191262936,92.18681955518953,6.763696227831909,24.996501476056753,muskmelon
33,71,20,34.15938798425956,63.25277585296196,7.951167319756727,66.1822144946474,blackgram
11,148,198,22.792686060807156,92.39972365997465,5.840278926493248,121.68147468439425,apple
100,57,17,23.5919401524483,73.12703734744976,6.525217575370585,71.49273785815075,maize
40,123,199,25.650574577426028,83.04928952208974,6.3649754931936995,64.4628529461266,grapes
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
39,60,15,36.21936103166136,31.47743576585893,4.9071514353355,117.40304118185412,pigeonpeas
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana
18,73,15,24.562936860898844,22.370036905073473,5.580323495454573,147.8510641970821,kidneybeans
120,7,55,26.643500840198154,88.95847577224785,5.822176076160424,44.10980176358354,watermelon
89,83,53,26.51771764348022,79.89431542338882,6.333709500783082,95.57188550712776,banana
